year, category a, category b, category c, value, axis, show on left-menu, description
1999,WASTE,Solid Waste Disposal,,3939.71205865285, ,,
2000,WASTE,Solid Waste Disposal,,3987.01115243715, ,,
2001,WASTE,Solid Waste Disposal,,3968.69245598765, ,,
2002,WASTE,Solid Waste Disposal,,4000.41010858908, ,,
2003,WASTE,Solid Waste Disposal,,3951.33279106993, ,,
2004,WASTE,Solid Waste Disposal,,3799.02249792412, ,,
2005,WASTE,Solid Waste Disposal,,3700.41813907792, ,,
2006,WASTE,Solid Waste Disposal,,4037.58368532817, ,,
2007,WASTE,Solid Waste Disposal,,4063.89331979237, ,,
2008,WASTE,Solid Waste Disposal,,3721.78134727258, ,,
2009,WASTE,Solid Waste Disposal,,3797.36403752578, ,,
2010,WASTE,Solid Waste Disposal,,3749.3333774962, ,,
2011,WASTE,Solid Waste Disposal,,3763.69820177678, ,,
2012,WASTE,Solid Waste Disposal,,3566.01646773218, ,,
2013,WASTE,Solid Waste Disposal,,3445.7959893071, ,,
2014,WASTE,Solid Waste Disposal,,3395.7875084933, ,,
2015,WASTE,Solid Waste Disposal,,3403.93368813748, ,,
2016,WASTE,Solid Waste Disposal,,3383.17417351223, ,,
2017,WASTE,Solid Waste Disposal,,3364.60618331325, ,,
1990,WASTE,Biological Treatment of Solid Waste,, -, ,,
1991,WASTE,Biological Treatment of Solid Waste,,0.93401216, ,,
1992,WASTE,Biological Treatment of Solid Waste,,4.26295808, ,,
1993,WASTE,Biological Treatment of Solid Waste,,7.591904, ,,
1994,WASTE,Biological Treatment of Solid Waste,,10.92084992, ,,
1995,WASTE,Biological Treatment of Solid Waste,,14.24979584, ,,
1996,WASTE,Biological Treatment of Solid Waste,,17.57874176, ,,
1997,WASTE,Biological Treatment of Solid Waste,,20.90768768, ,,
1998,WASTE,Biological Treatment of Solid Waste,,24.2366336, ,,
1999,WASTE,Biological Treatment of Solid Waste,,27.56557952, ,,
2000,WASTE,Biological Treatment of Solid Waste,,30.89452544, ,,
2001,WASTE,Biological Treatment of Solid Waste,,32.51315968, ,,
2002,WASTE,Biological Treatment of Solid Waste,,34.13179392, ,,
2003,WASTE,Biological Treatment of Solid Waste,,38.92423424, ,,
2004,WASTE,Biological Treatment of Solid Waste,,43.71667456, ,,
2005,WASTE,Biological Treatment of Solid Waste,,46.90291584, ,,
2006,WASTE,Biological Treatment of Solid Waste,,50.08915712, ,,
2007,WASTE,Biological Treatment of Solid Waste,,54.51051392, ,,
2008,WASTE,Biological Treatment of Solid Waste,,58.93187072, ,,
2009,WASTE,Biological Treatment of Solid Waste,,61.895136, ,,
2010,WASTE,Biological Treatment of Solid Waste,,64.85840128, ,,
2011,WASTE,Biological Treatment of Solid Waste,,70.66615424, ,,
2012,WASTE,Biological Treatment of Solid Waste,,76.4739072, ,,
2013,WASTE,Biological Treatment of Solid Waste,,81.69943552, ,,
2014,WASTE,Biological Treatment of Solid Waste,,86.92496384, ,,
2015,WASTE,Biological Treatment of Solid Waste,,94.25761536, ,,
2016,WASTE,Biological Treatment of Solid Waste,,101.59026688, ,,
2017,WASTE,Biological Treatment of Solid Waste,,101.59026688, ,,
1990,WASTE,Wastewater Treatment and Discharge,,103.113717469706, ,,
1991,WASTE,Wastewater Treatment and Discharge,,105.409698831839, ,,
1992,WASTE,Wastewater Treatment and Discharge,,108.664004282225, ,,
1993,WASTE,Wastewater Treatment and Discharge,,112.88042283669, ,,
1994,WASTE,Wastewater Treatment and Discharge,,116.825440260507, ,,
1995,WASTE,Wastewater Treatment and Discharge,,120.444672224102, ,,
1996,WASTE,Wastewater Treatment and Discharge,,123.866898028437, ,,
1997,WASTE,Wastewater Treatment and Discharge,,126.418250442985, ,,
1998,WASTE,Wastewater Treatment and Discharge,,127.012734852683, ,,
1999,WASTE,Wastewater Treatment and Discharge,,127.305008863518, ,,
2000,WASTE,Wastewater Treatment and Discharge,,127.007213421411, ,,
2001,WASTE,Wastewater Treatment and Discharge,,127.78303450264, ,,
2002,WASTE,Wastewater Treatment and Discharge,,128.441150936009, ,,
2003,WASTE,Wastewater Treatment and Discharge,,129.311806206556, ,,
2004,WASTE,Wastewater Treatment and Discharge,,130.524869528811, ,,
2005,WASTE,Wastewater Treatment and Discharge,,129.063334851701, ,,
2006,WASTE,Wastewater Treatment and Discharge,,130.157817273954, ,,
2007,WASTE,Wastewater Treatment and Discharge,,132.148574862328, ,,
2008,WASTE,Wastewater Treatment and Discharge,,133.595721207445, ,,
2009,WASTE,Wastewater Treatment and Discharge,,136.7546188659, ,,
2010,WASTE,Wastewater Treatment and Discharge,,138.981350861435, ,,
2011,WASTE,Wastewater Treatment and Discharge,,138.447933069253, ,,
2012,WASTE,Wastewater Treatment and Discharge,,139.23706071801, ,,
2013,WASTE,Wastewater Treatment and Discharge,,139.194651862903, ,,
2014,WASTE,Wastewater Treatment and Discharge,,143.177630286538, ,,
2015,WASTE,Wastewater Treatment and Discharge,,148.109042501132, ,,
2016,WASTE,Wastewater Treatment and Discharge,,149.790950934937, ,,
2017,WASTE,Wastewater Treatment and Discharge,,151.782134614284, ,,
1990,WASTE,Incineration and Open Burning of Waste,,21.1260301095333, ,,
1991,WASTE,Incineration and Open Burning of Waste,,19.1360301095333, ,,
1992,WASTE,Incineration and Open Burning of Waste,,19.1360320076333, ,,
1993,WASTE,Incineration and Open Burning of Waste,,17.304898556, ,,
1994,WASTE,Incineration and Open Burning of Waste,,18.3119905354333, ,,
1995,WASTE,Incineration and Open Burning of Waste,,5.58515711326668, ,,
1996,WASTE,Incineration and Open Burning of Waste,,3.75396445443333, ,,
1997,WASTE,Incineration and Open Burning of Waste,,6.38006593623332, ,,
1998,WASTE,Incineration and Open Burning of Waste,,2.66132351110033, ,,
1999,WASTE,Incineration and Open Burning of Waste,,0.00025416849781, ,,
2000,WASTE,Incineration and Open Burning of Waste,, -, ,,
2001,WASTE,Incineration and Open Burning of Waste,,1.5504E-05, ,,
2002,WASTE,Incineration and Open Burning of Waste,, -, ,,
2003,WASTE,Incineration and Open Burning of Waste,,2.964E-06, ,,
2004,WASTE,Incineration and Open Burning of Waste,,0.00050881326728, ,,
2005,WASTE,Incineration and Open Burning of Waste,, -, ,,
2006,WASTE,Incineration and Open Burning of Waste,, -, ,,
2007,WASTE,Incineration and Open Burning of Waste,, -, ,,
2008,WASTE,Incineration and Open Burning of Waste,, -, ,,
2009,WASTE,Incineration and Open Burning of Waste,, -, ,,
2010,WASTE,Incineration and Open Burning of Waste,, -, ,,
2011,WASTE,Incineration and Open Burning of Waste,, -, ,,
2012,WASTE,Incineration and Open Burning of Waste,, -, ,,
2013,WASTE,Incineration and Open Burning of Waste,, -, ,,
2014,WASTE,Incineration and Open Burning of Waste,, -, ,,
2015,WASTE,Incineration and Open Burning of Waste,, -, ,,
2016,WASTE,Incineration and Open Burning of Waste,,0.99548704, ,,
2017,WASTE,Incineration and Open Burning of Waste,,3.08106464, ,,
1990,Afforestation and Deforestation,,,4628.023733, ,,
1991,Afforestation and Deforestation,,,4411.31265, ,,
1992,Afforestation and Deforestation,,,4118.265731, ,,
1993,Afforestation and Deforestation,,,4069.532039, ,,
1994,Afforestation and Deforestation,,,3909.802035, ,,
1995,Afforestation and Deforestation,,,3475.755283, ,,
1996,Afforestation and Deforestation,,,3424.310419, ,,
1997,Afforestation and Deforestation,,,3231.254571, ,,
1998,Afforestation and Deforestation,,,3202.260293, ,,
1999,Afforestation and Deforestation,,,3203.558767, ,,
2000,Afforestation and Deforestation,,,3121.165788, ,,
2001,Afforestation and Deforestation,,,2979.281532, ,,
2002,Afforestation and Deforestation,,,2906.334147, ,,
2003,Afforestation and Deforestation,,,2764.052228, ,,
2004,Afforestation and Deforestation,,,2820.982422, ,,
2005,Afforestation and Deforestation,,,2740.445031, ,,
2006,Afforestation and Deforestation,,,2695.213623, ,,
2007,Afforestation and Deforestation,,,2702.532381, ,,
2008,Afforestation and Deforestation,,,2605.554731, ,,
2009,Afforestation and Deforestation,,,2601.527083, ,,
2010,Afforestation and Deforestation,,,2538.61495, ,,
2011,Afforestation and Deforestation,,,2518.990424, ,,
2012,Afforestation and Deforestation,,,2635.309965, ,,
2013,Afforestation and Deforestation,,,2699.63285, ,,
2014,Afforestation and Deforestation,,,2481.307719, ,,
2015,Afforestation and Deforestation,,,2463.948119, ,,
2016,Afforestation and Deforestation,,,2404.023253, ,,
2017,Afforestation and Deforestation,,,2385.465036, ,,
1990,Afforestation and Deforestation,Deforestation,,4625.72717, ,,
1991,Afforestation and Deforestation,Deforestation,,4409.271252, ,,
1992,Afforestation and Deforestation,Deforestation,,4116.314473, ,,
1993,Afforestation and Deforestation,Deforestation,,4067.334539, ,,
1994,Afforestation and Deforestation,Deforestation,,3906.659496, ,,
1995,Afforestation and Deforestation,Deforestation,,3471.104807, ,,
1996,Afforestation and Deforestation,Deforestation,,3419.218059, ,,
1997,Afforestation and Deforestation,Deforestation,,3225.982969, ,,
1998,Afforestation and Deforestation,Deforestation,,3196.639969, ,,
1999,Afforestation and Deforestation,Deforestation,,3197.322627, ,,
2000,Afforestation and Deforestation,Deforestation,,3115.131894, ,,
2001,Afforestation and Deforestation,Deforestation,,2974.015501, ,,
2002,Afforestation and Deforestation,Deforestation,,2902.045707, ,,
2003,Afforestation and Deforestation,Deforestation,,2760.717373, ,,
2004,Afforestation and Deforestation,Deforestation,,2818.668162, ,,
2005,Afforestation and Deforestation,Deforestation,,2738.735409, ,,
2006,Afforestation and Deforestation,Deforestation,,2695.096935, ,,
2007,Afforestation and Deforestation,Deforestation,,2703.774764, ,,
2008,Afforestation and Deforestation,Deforestation,,2607.322313, ,,
2009,Afforestation and Deforestation,Deforestation,,2605.552046, ,,
2010,Afforestation and Deforestation,Deforestation,,2544.947117, ,,
2011,Afforestation and Deforestation,Deforestation,,2527.617885, ,,
2012,Afforestation and Deforestation,Deforestation,,2645.109301, ,,
2013,Afforestation and Deforestation,Deforestation,,2709.624426, ,,
2014,Afforestation and Deforestation,Deforestation,,2487.870238, ,,
2015,Afforestation and Deforestation,Deforestation,,2465.569109, ,,
2016,Afforestation and Deforestation,Deforestation,,2403.509129, ,,
2017,Afforestation and Deforestation,Deforestation,,2385.348453, ,,
1990,Afforestation and Deforestation,Afforestation,, , ,,
1991,Afforestation and Deforestation,Afforestation,, , ,,
1992,Afforestation and Deforestation,Afforestation,,0.131989, ,,
1993,Afforestation and Deforestation,Afforestation,,0.573436, ,,
1994,Afforestation and Deforestation,Afforestation,,1.394411, ,,
1995,Afforestation and Deforestation,Afforestation,,2.421523, ,,
1996,Afforestation and Deforestation,Afforestation,,2.133397, ,,
1997,Afforestation and Deforestation,Afforestation,,1.608602, ,,
1998,Afforestation and Deforestation,Afforestation,,0.994956000000001, ,,
1999,Afforestation and Deforestation,Afforestation,,0.304059, ,,
2000,Afforestation and Deforestation,Afforestation,,-0.453194999999999, ,,
2001,Afforestation and Deforestation,Afforestation,,-1.268165, ,,
2002,Afforestation and Deforestation,Afforestation,,-2.136665, ,,
2003,Afforestation and Deforestation,Afforestation,,-2.947211, ,,
2004,Afforestation and Deforestation,Afforestation,,-3.761301, ,,
2005,Afforestation and Deforestation,Afforestation,,-4.170834, ,,
2006,Afforestation and Deforestation,Afforestation,,-5.62597, ,,
2007,Afforestation and Deforestation,Afforestation,,-6.761704, ,,
2008,Afforestation and Deforestation,Afforestation,,-7.219437, ,,
2009,Afforestation and Deforestation,Afforestation,,-9.129751, ,,
2010,Afforestation and Deforestation,Afforestation,,-10.869812, ,,
2011,Afforestation and Deforestation,Afforestation,,-12.670117, ,,
2012,Afforestation and Deforestation,Afforestation,,-13.369254, ,,
2013,Afforestation and Deforestation,Afforestation,,-13.140265, ,,
2014,Afforestation and Deforestation,Afforestation,,-9.310924, ,,
2015,Afforestation and Deforestation,Afforestation,,-4.029969, ,,
2016,Afforestation and Deforestation,Afforestation,,-1.571651, ,,
2017,Afforestation and Deforestation,Afforestation,,-1.678274, ,,
1990,Afforestation and Deforestation,Grassland converted to Cropland,,2.296563, ,,
1991,Afforestation and Deforestation,Grassland converted to Cropland,,2.041398, ,,
1992,Afforestation and Deforestation,Grassland converted to Cropland,,1.819269, ,,
1993,Afforestation and Deforestation,Grassland converted to Cropland,,1.624064, ,,
1994,Afforestation and Deforestation,Grassland converted to Cropland,,1.748128, ,,
1995,Afforestation and Deforestation,Grassland converted to Cropland,,2.228953, ,,
1996,Afforestation and Deforestation,Grassland converted to Cropland,,2.958963, ,,
1997,Afforestation and Deforestation,Grassland converted to Cropland,,3.663, ,,
1998,Afforestation and Deforestation,Grassland converted to Cropland,,4.625368, ,,
1999,Afforestation and Deforestation,Grassland converted to Cropland,,5.932081, ,,
2000,Afforestation and Deforestation,Grassland converted to Cropland,,6.487089, ,,
2001,Afforestation and Deforestation,Grassland converted to Cropland,,6.534196, ,,
2002,Afforestation and Deforestation,Grassland converted to Cropland,,6.425105, ,,
2003,Afforestation and Deforestation,Grassland converted to Cropland,,6.282066, ,,
2004,Afforestation and Deforestation,Grassland converted to Cropland,,6.075561, ,,
2005,Afforestation and Deforestation,Grassland converted to Cropland,,5.880456, ,,
2006,Afforestation and Deforestation,Grassland converted to Cropland,,5.742658, ,,
2007,Afforestation and Deforestation,Grassland converted to Cropland,,5.519321, ,,
2008,Afforestation and Deforestation,Grassland converted to Cropland,,5.451855, ,,
2009,Afforestation and Deforestation,Grassland converted to Cropland,,5.104788, ,,
2010,Afforestation and Deforestation,Grassland converted to Cropland,,4.537645, ,,
2011,Afforestation and Deforestation,Grassland converted to Cropland,,4.042656, ,,
2012,Afforestation and Deforestation,Grassland converted to Cropland,,3.569918, ,,
2013,Afforestation and Deforestation,Grassland converted to Cropland,,3.148689, ,,
2014,Afforestation and Deforestation,Grassland converted to Cropland,,2.748405, ,,
2015,Afforestation and Deforestation,Grassland converted to Cropland,,2.408979, ,,
2016,Afforestation and Deforestation,Grassland converted to Cropland,,2.085775, ,,
2017,Afforestation and Deforestation,Grassland converted to Cropland,,1.794857, ,,
1990,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1991,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1992,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1993,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1994,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1995,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1996,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1997,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1998,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
1999,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2000,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2001,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2002,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2003,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2004,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2005,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2006,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2007,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2008,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2009,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2010,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2011,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2012,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2013,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2014,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2015,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2016,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
2017,Afforestation and Deforestation,Other Land converted to Wetlands,,0, ,,
